issuekey_A,issuekey_B,f_A,f_B,P_AB,GT_A,GT_B,GT_AB,status,dataset
JSW-9587,STUDIO-2757,5.0,3.0,1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-5255,TISTUD-5778,3.0,5.0,-1.0,3.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-5268,XD-270,5.0,5.0,0.0,5.0,8.0,-1.0,tie,jirasoftware_filtered
JSW-5289,TISTUD-4751,3.0,3.0,0.0,1.0,3.0,-1.0,tie,jirasoftware_filtered
JSW-5329,XD-3526,2.0,5.0,-1.0,1.0,2.0,-1.0,valid,jirasoftware_filtered
JSW-5330,DM-2613,5.0,2.0,1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-5341,TESB-5215,3.0,8.0,-1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-5348,USERGRID-1074,3.0,3.0,0.0,5.0,1.0,1.0,tie,jirasoftware_filtered
JSW-5413,USERGRID-872,3.0,5.0,-1.0,2.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-5418,TIMOB-10876,5.0,5.0,0.0,2.0,15.0,-1.0,tie,jirasoftware_filtered
JSW-5542,XD-368,8.0,5.0,1.0,3.0,2.0,1.0,valid,jirasoftware_filtered
JSW-5543,XD-760,5.0,5.0,0.0,5.0,3.0,1.0,tie,jirasoftware_filtered
JSW-5544,TDQ-6015,3.0,8.0,-1.0,5.0,2.0,1.0,valid,jirasoftware_filtered
JSW-5545,TIMOB-23336,1.0,8.0,-1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-5546,USERGRID-1275,3.0,3.0,0.0,3.0,2.0,1.0,tie,jirasoftware_filtered
JSW-5567,DURACLOUD-771,5.0,5.0,0.0,1.0,2.0,-1.0,tie,jirasoftware_filtered
JSW-5568,TISTUD-3962,3.0,1.0,1.0,8.0,1.0,1.0,valid,jirasoftware_filtered
JSW-5569,MULE-7620,5.0,8.0,-1.0,8.0,13.0,-1.0,valid,jirasoftware_filtered
JSW-5583,DM-246,3.0,13.0,-1.0,8.0,60.0,-1.0,valid,jirasoftware_filtered
JSW-5603,DM-6228,3.0,5.0,-1.0,3.0,10.0,-1.0,valid,jirasoftware_filtered
JSW-5616,DM-4479,5.0,5.0,0.0,2.0,10.0,-1.0,tie,jirasoftware_filtered
JSW-5619,DM-5922,3.0,13.0,-1.0,2.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-5660,DM-2164,5.0,3.0,1.0,1.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-5686,DM-6881,5.0,3.0,1.0,5.0,6.0,-1.0,valid,jirasoftware_filtered
JSW-5690,MESOS-3525,5.0,3.0,1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-5691,TESB-8104,3.0,8.0,-1.0,3.0,2.0,1.0,valid,jirasoftware_filtered
JSW-5703,TISTUD-3814,5.0,3.0,1.0,1.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-5735,DM-3357,5.0,3.0,1.0,13.0,30.0,-1.0,valid,jirasoftware_filtered
JSW-5737,DURACLOUD-701,5.0,5.0,0.0,5.0,1.0,1.0,tie,jirasoftware_filtered
JSW-5771,TIMOB-18806,3.0,5.0,-1.0,1.0,2.0,-1.0,valid,jirasoftware_filtered
JSW-5773,APSTUD-4442,5.0,3.0,1.0,1.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-5831,TIMOB-23590,5.0,3.0,1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-5832,MULE-7931,5.0,3.0,1.0,3.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-5833,DM-4569,5.0,8.0,-1.0,2.0,10.0,-1.0,valid,jirasoftware_filtered
JSW-5834,DM-3004,5.0,3.0,1.0,3.0,4.0,-1.0,valid,jirasoftware_filtered
JSW-5835,XD-415,5.0,3.0,1.0,5.0,1.0,1.0,valid,jirasoftware_filtered
JSW-5841,XD-1127,3.0,13.0,-1.0,1.0,20.0,-1.0,valid,jirasoftware_filtered
JSW-5843,DURACLOUD-911,8.0,5.0,1.0,3.0,2.0,1.0,valid,jirasoftware_filtered
JSW-5875,MULE-6087,5.0,5.0,0.0,3.0,8.0,-1.0,tie,jirasoftware_filtered
JSW-5877,DM-4283,8.0,3.0,1.0,8.0,2.0,1.0,valid,jirasoftware_filtered
JSW-5927,TISTUD-407,8.0,1.0,1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-5941,XD-2817,5.0,5.0,0.0,5.0,3.0,1.0,tie,jirasoftware_filtered
JSW-5945,DM-2715,8.0,1.0,1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-5994,CLOV-1202,3.0,2.0,1.0,2.0,1.0,1.0,valid,jirasoftware_filtered
JSW-6011,XD-173,3.0,5.0,-1.0,1.0,6.0,-1.0,valid,jirasoftware_filtered
JSW-6020,TDQ-5386,5.0,5.0,0.0,5.0,2.0,1.0,tie,jirasoftware_filtered
JSW-6037,TISTUD-6109,3.0,3.0,0.0,3.0,5.0,-1.0,tie,jirasoftware_filtered
JSW-6073,MESOS-4781,3.0,5.0,-1.0,1.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-6077,USERGRID-703,5.0,3.0,1.0,3.0,2.0,1.0,valid,jirasoftware_filtered
JSW-6078,DM-312,3.0,5.0,-1.0,2.0,4.0,-1.0,valid,jirasoftware_filtered
JSW-6079,DM-2951,3.0,3.0,0.0,2.0,4.0,-1.0,tie,jirasoftware_filtered
JSW-6080,TIMOB-19093,3.0,3.0,0.0,1.0,3.0,-1.0,tie,jirasoftware_filtered
JSW-6081,STUDIO-3056,3.0,5.0,-1.0,2.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-6082,TISTUD-3086,3.0,2.0,1.0,1.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-6083,XD-1445,5.0,2.0,1.0,2.0,4.0,-1.0,valid,jirasoftware_filtered
JSW-6084,DM-4871,5.0,5.0,0.0,3.0,10.0,-1.0,tie,jirasoftware_filtered
JSW-6085,XD-2877,2.0,5.0,-1.0,2.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-6086,DURACLOUD-121,5.0,2.0,1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-6087,BAM-5153,5.0,3.0,1.0,2.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-6090,MESOS-4296,5.0,5.0,0.0,5.0,8.0,-1.0,tie,jirasoftware_filtered
JSW-6091,DM-2955,3.0,5.0,-1.0,1.0,4.0,-1.0,valid,jirasoftware_filtered
JSW-6110,TDQ-854,3.0,3.0,0.0,2.0,3.0,-1.0,tie,jirasoftware_filtered
JSW-6128,TDQ-5068,13.0,2.0,1.0,8.0,2.0,1.0,valid,jirasoftware_filtered
JSW-6152,DM-5568,5.0,2.0,1.0,3.0,2.0,1.0,valid,jirasoftware_filtered
JSW-6212,DM-1642,8.0,3.0,1.0,3.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-6232,BAM-9210,3.0,2.0,1.0,5.0,1.0,1.0,valid,jirasoftware_filtered
JSW-6237,USERGRID-527,3.0,8.0,-1.0,1.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-6294,STUDIO-2842,5.0,3.0,1.0,5.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-6308,TISTUD-2909,2.0,2.0,0.0,1.0,5.0,-1.0,tie,jirasoftware_filtered
JSW-6312,DM-916,8.0,3.0,1.0,8.0,4.0,1.0,valid,jirasoftware_filtered
JSW-6313,DM-6992,8.0,13.0,-1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-6339,TDQ-10844,5.0,5.0,0.0,5.0,8.0,-1.0,tie,jirasoftware_filtered
JSW-6346,MESOS-2279,5.0,3.0,1.0,3.0,2.0,1.0,valid,jirasoftware_filtered
JSW-6355,TISTUD-6855,3.0,2.0,1.0,2.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-6356,TIMOB-19213,5.0,3.0,1.0,2.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-6370,MULE-7636,8.0,1.0,1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-6372,TIMOB-19768,5.0,5.0,0.0,3.0,2.0,1.0,tie,jirasoftware_filtered
JSW-6377,STUDIO-2947,5.0,8.0,-1.0,1.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-6389,MESOS-4411,5.0,3.0,1.0,1.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-6391,DM-2549,5.0,3.0,1.0,5.0,2.0,1.0,valid,jirasoftware_filtered
JSW-6392,MESOS-3563,13.0,3.0,1.0,8.0,2.0,1.0,valid,jirasoftware_filtered
JSW-6404,XD-769,2.0,8.0,-1.0,2.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-6406,USERGRID-446,5.0,5.0,0.0,3.0,5.0,-1.0,tie,jirasoftware_filtered
JSW-6432,BAM-7484,5.0,3.0,1.0,3.0,2.0,1.0,valid,jirasoftware_filtered
JSW-6433,XD-1382,5.0,3.0,1.0,2.0,1.0,1.0,valid,jirasoftware_filtered
JSW-6446,XD-516,3.0,2.0,1.0,1.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-6462,XD-1261,8.0,3.0,1.0,5.0,4.0,1.0,valid,jirasoftware_filtered
JSW-6463,XD-1044,5.0,5.0,0.0,2.0,8.0,-1.0,tie,jirasoftware_filtered
JSW-6466,DM-2964,5.0,2.0,1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-6467,DM-1495,34.0,5.0,1.0,5.0,2.0,1.0,valid,jirasoftware_filtered
JSW-6522,TIMOB-18765,5.0,5.0,0.0,2.0,5.0,-1.0,tie,jirasoftware_filtered
JSW-6537,MESOS-4363,8.0,3.0,1.0,5.0,1.0,1.0,valid,jirasoftware_filtered
JSW-6538,XD-2224,1.0,3.0,-1.0,1.0,2.0,-1.0,valid,jirasoftware_filtered
JSW-6539,XD-430,3.0,3.0,0.0,5.0,1.0,1.0,tie,jirasoftware_filtered
JSW-6594,TISTUD-2428,5.0,1.0,1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-6615,XD-2324,13.0,5.0,1.0,5.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-6616,TESB-15442,5.0,5.0,0.0,3.0,1.0,1.0,tie,jirasoftware_filtered
JSW-6629,DM-998,8.0,5.0,1.0,3.0,10.0,-1.0,valid,jirasoftware_filtered
JSW-6636,TDQ-4948,5.0,2.0,1.0,3.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-6665,DM-4691,5.0,3.0,1.0,2.0,25.0,-1.0,valid,jirasoftware_filtered
JSW-6666,TDQ-4993,5.0,1.0,1.0,1.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-6709,TISTUD-5575,3.0,3.0,0.0,1.0,3.0,-1.0,tie,jirasoftware_filtered
JSW-6828,DM-4960,13.0,8.0,1.0,8.0,5.0,1.0,valid,jirasoftware_filtered
JSW-6905,TISTUD-481,5.0,3.0,1.0,2.0,1.0,1.0,valid,jirasoftware_filtered
JSW-6992,DM-1716,3.0,3.0,0.0,1.0,16.0,-1.0,tie,jirasoftware_filtered
JSW-7043,DM-3176,8.0,13.0,-1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-7159,DM-6783,8.0,8.0,0.0,5.0,4.0,1.0,tie,jirasoftware_filtered
JSW-7160,TISTUD-1282,8.0,5.0,1.0,5.0,13.0,-1.0,valid,jirasoftware_filtered
JSW-7161,TISTUD-3288,5.0,3.0,1.0,3.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-7162,MESOS-3146,5.0,5.0,0.0,3.0,8.0,-1.0,tie,jirasoftware_filtered
JSW-7163,XD-1719,5.0,3.0,1.0,5.0,1.0,1.0,valid,jirasoftware_filtered
JSW-7164,USERGRID-1029,3.0,5.0,-1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-7165,TDQ-4645,13.0,5.0,1.0,3.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-7166,TISTUD-2903,5.0,2.0,1.0,2.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-7168,MDL-41438,8.0,5.0,1.0,5.0,2.0,1.0,valid,jirasoftware_filtered
JSW-7170,DM-5399,5.0,21.0,-1.0,3.0,50.0,-1.0,valid,jirasoftware_filtered
JSW-7171,DM-4092,13.0,3.0,1.0,5.0,1.0,1.0,valid,jirasoftware_filtered
JSW-7172,TISTUD-3035,3.0,2.0,1.0,13.0,3.0,1.0,valid,jirasoftware_filtered
JSW-7254,TIMOB-6922,5.0,5.0,0.0,3.0,2.0,1.0,tie,jirasoftware_filtered
JSW-7314,TISTUD-2291,8.0,2.0,1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-7357,STUDIO-5320,3.0,8.0,-1.0,1.0,13.0,-1.0,valid,jirasoftware_filtered
JSW-7358,TISTUD-7841,3.0,3.0,0.0,1.0,5.0,-1.0,tie,jirasoftware_filtered
JSW-7402,XD-3310,2.0,5.0,-1.0,2.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-7469,XD-516,3.0,2.0,1.0,2.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-7585,MDL-40493,3.0,5.0,-1.0,1.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-7599,MESOS-2818,8.0,5.0,1.0,5.0,3.0,1.0,valid,jirasoftware_filtered
JSW-7600,TISTUD-6124,5.0,3.0,1.0,3.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-7602,MDL-41413,21.0,3.0,1.0,5.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-7695,DM-2668,8.0,5.0,1.0,5.0,10.0,-1.0,valid,jirasoftware_filtered
JSW-7700,DURACLOUD-628,8.0,5.0,1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-7753,TIMOB-20241,5.0,5.0,0.0,3.0,5.0,-1.0,tie,jirasoftware_filtered
JSW-7805,DM-5338,2.0,3.0,-1.0,2.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-7842,DURACLOUD-21,5.0,5.0,0.0,3.0,8.0,-1.0,tie,jirasoftware_filtered
JSW-7874,TDQ-6976,5.0,3.0,1.0,5.0,2.0,1.0,valid,jirasoftware_filtered
JSW-7876,CLOV-1303,8.0,3.0,1.0,3.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-7983,USERGRID-556,8.0,3.0,1.0,8.0,1.0,1.0,valid,jirasoftware_filtered
JSW-8014,TISTUD-1016,3.0,3.0,0.0,2.0,5.0,-1.0,tie,jirasoftware_filtered
JSW-8022,USERGRID-385,2.0,8.0,-1.0,2.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-8023,DURACLOUD-265,8.0,5.0,1.0,2.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-8053,DM-3940,3.0,3.0,0.0,2.0,1.0,1.0,tie,jirasoftware_filtered
JSW-8137,BAM-12037,2.0,5.0,-1.0,5.0,2.0,1.0,valid,jirasoftware_filtered
JSW-8164,DM-3852,3.0,5.0,-1.0,1.0,100.0,-1.0,valid,jirasoftware_filtered
JSW-8408,MDL-53193,3.0,5.0,-1.0,3.0,2.0,1.0,valid,jirasoftware_filtered
JSW-8450,TESB-7854,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-8469,BAM-12388,5.0,2.0,1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-8471,MDL-39844,5.0,3.0,1.0,2.0,20.0,-1.0,valid,jirasoftware_filtered
JSW-8485,DM-6250,3.0,8.0,-1.0,1.0,6.0,-1.0,valid,jirasoftware_filtered
JSW-8491,TISTUD-130,3.0,1.0,1.0,3.0,1.0,1.0,valid,jirasoftware_filtered
JSW-8623,APSTUD-4979,5.0,3.0,1.0,2.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-8662,TISTUD-4705,13.0,2.0,1.0,13.0,5.0,1.0,valid,jirasoftware_filtered
JSW-8665,DM-5823,3.0,3.0,0.0,3.0,1.0,1.0,tie,jirasoftware_filtered
JSW-8666,STUDIO-4216,3.0,5.0,-1.0,1.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-8667,USERGRID-749,5.0,3.0,1.0,8.0,3.0,1.0,valid,jirasoftware_filtered
JSW-8745,TIMOB-11943,5.0,3.0,1.0,2.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-8746,BAM-10355,2.0,5.0,-1.0,2.0,4.0,-1.0,valid,jirasoftware_filtered
JSW-8942,TIMOB-19947,8.0,13.0,-1.0,2.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-8974,MESOS-1371,21.0,3.0,1.0,8.0,1.0,1.0,valid,jirasoftware_filtered
JSW-9132,BAM-7771,1.0,5.0,-1.0,1.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-9349,TISTUD-7726,5.0,5.0,0.0,2.0,3.0,-1.0,tie,jirasoftware_filtered
JSW-9488,XD-2437,1.0,3.0,-1.0,1.0,3.0,-1.0,valid,jirasoftware_filtered
JSW-9559,XD-790,3.0,3.0,0.0,3.0,1.0,1.0,tie,jirasoftware_filtered
JSW-14574,TIMOB-20467,2.0,3.0,-1.0,4.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-14350,TIMOB-14393,3.0,8.0,-1.0,3.0,34.0,-1.0,valid,jirasoftware_filtered
JSW-14367,DM-5191,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,jirasoftware_filtered
JSW-14368,STUDIO-3253,3.0,5.0,-1.0,4.0,5.0,-1.0,valid,jirasoftware_filtered
JSW-14348,DM-4809,5.0,3.0,1.0,4.0,29.0,-1.0,valid,jirasoftware_filtered
JSW-14353,CLOV-1241,3.0,8.0,-1.0,4.0,3.0,1.0,valid,jirasoftware_filtered
JSW-14355,DM-954,5.0,2.0,1.0,4.0,1.0,1.0,valid,jirasoftware_filtered
JSW-14361,XD-2867,5.0,8.0,-1.0,4.0,3.0,1.0,valid,jirasoftware_filtered
MESOS-313,TIMOB-23598,5.0,5.0,0.0,2.0,3.0,-1.0,tie,mesos
MESOS-336,TESB-10712,5.0,3.0,1.0,5.0,3.0,1.0,valid,mesos
MESOS-343,XD-3658,5.0,5.0,0.0,8.0,3.0,1.0,tie,mesos
MESOS-487,TIMOB-20240,3.0,3.0,0.0,1.0,3.0,-1.0,tie,mesos
MESOS-598,XD-1104,1.0,5.0,-1.0,1.0,5.0,-1.0,valid,mesos
MESOS-708,TISTUD-4396,3.0,3.0,0.0,2.0,5.0,-1.0,tie,mesos
MESOS-723,XD-3601,3.0,5.0,-1.0,2.0,3.0,-1.0,valid,mesos
MESOS-752,TISTUD-4471,5.0,5.0,0.0,1.0,5.0,-1.0,tie,mesos
MESOS-786,MDL-40046,3.0,5.0,-1.0,3.0,20.0,-1.0,valid,mesos
MESOS-830,TIMOB-18878,3.0,8.0,-1.0,8.0,13.0,-1.0,valid,mesos
MESOS-920,XD-1319,3.0,13.0,-1.0,2.0,5.0,-1.0,valid,mesos
MESOS-934,DM-3377,3.0,3.0,0.0,1.0,20.0,-1.0,tie,mesos
MESOS-976,DURACLOUD-644,5.0,3.0,1.0,1.0,10.0,-1.0,valid,mesos
MESOS-988,MDL-46547,5.0,5.0,0.0,3.0,100.0,-1.0,tie,mesos
MESOS-998,TDQ-4672,8.0,5.0,1.0,5.0,13.0,-1.0,valid,mesos
MESOS-999,XD-93,5.0,8.0,-1.0,3.0,5.0,-1.0,valid,mesos
MESOS-1010,XD-2483,5.0,3.0,1.0,3.0,1.0,1.0,valid,mesos
MESOS-1013,TIMOB-18756,3.0,8.0,-1.0,2.0,13.0,-1.0,valid,mesos
MESOS-1081,TISTUD-1517,5.0,3.0,1.0,1.0,3.0,-1.0,valid,mesos
MESOS-1114,DM-6904,3.0,5.0,-1.0,8.0,5.0,1.0,valid,mesos
MESOS-1119,BAM-10094,8.0,2.0,1.0,2.0,1.0,1.0,valid,mesos
MESOS-1120,DM-814,3.0,1.0,1.0,3.0,1.0,1.0,valid,mesos
MESOS-1127,DM-3242,8.0,5.0,1.0,8.0,10.0,-1.0,valid,mesos
MESOS-1143,DM-3233,3.0,1.0,1.0,2.0,1.0,1.0,valid,mesos
MESOS-1148,DM-4370,8.0,5.0,1.0,3.0,1.0,1.0,valid,mesos
MESOS-1195,DM-2322,5.0,2.0,1.0,3.0,5.0,-1.0,valid,mesos
MESOS-1199,TISTUD-6386,5.0,5.0,0.0,1.0,5.0,-1.0,tie,mesos
MESOS-1219,MULE-6647,5.0,13.0,-1.0,2.0,5.0,-1.0,valid,mesos
MESOS-1236,TISTUD-2507,3.0,3.0,0.0,2.0,8.0,-1.0,tie,mesos
MESOS-1237,TISTUD-1559,3.0,2.0,1.0,2.0,3.0,-1.0,valid,mesos
MESOS-1303,XD-1316,5.0,2.0,1.0,1.0,2.0,-1.0,valid,mesos
MESOS-1307,MULE-7631,5.0,3.0,1.0,8.0,2.0,1.0,valid,mesos
MESOS-1316,XD-357,5.0,3.0,1.0,2.0,4.0,-1.0,valid,mesos
MESOS-1332,MDL-42111,3.0,5.0,-1.0,3.0,8.0,-1.0,valid,mesos
MESOS-1339,XD-3358,5.0,3.0,1.0,3.0,1.0,1.0,valid,mesos
MESOS-1344,XD-2208,5.0,2.0,1.0,2.0,3.0,-1.0,valid,mesos
MESOS-1347,XD-2773,21.0,3.0,1.0,2.0,1.0,1.0,valid,mesos
MESOS-1358,XD-3572,2.0,5.0,-1.0,1.0,5.0,-1.0,valid,mesos
MESOS-1365,TDQ-6308,2.0,3.0,-1.0,1.0,3.0,-1.0,valid,mesos
MESOS-1371,DM-2656,3.0,5.0,-1.0,1.0,10.0,-1.0,valid,mesos
MESOS-1373,MDL-51506,5.0,8.0,-1.0,3.0,2.0,1.0,valid,mesos
MESOS-1374,MDL-42381,5.0,2.0,1.0,5.0,3.0,1.0,valid,mesos
MESOS-1392,TIMOB-11867,3.0,3.0,0.0,3.0,8.0,-1.0,tie,mesos
MESOS-1393,XD-2842,5.0,3.0,1.0,3.0,2.0,1.0,valid,mesos
MESOS-1394,MDL-43332,5.0,8.0,-1.0,3.0,40.0,-1.0,valid,mesos
MESOS-1395,DM-5613,5.0,21.0,-1.0,2.0,23.0,-1.0,valid,mesos
MESOS-1396,DM-5379,3.0,1.0,1.0,2.0,6.0,-1.0,valid,mesos
MESOS-1397,MDL-44597,3.0,3.0,0.0,8.0,5.0,1.0,tie,mesos
MESOS-1398,TISTUD-989,2.0,5.0,-1.0,1.0,5.0,-1.0,valid,mesos
MESOS-1410,DM-5122,5.0,3.0,1.0,5.0,1.0,1.0,valid,mesos
MESOS-1424,TDQ-4950,3.0,5.0,-1.0,1.0,13.0,-1.0,valid,mesos
MESOS-1425,TESB-6388,5.0,5.0,0.0,1.0,2.0,-1.0,tie,mesos
MESOS-1443,DM-1264,5.0,5.0,0.0,2.0,1.0,1.0,tie,mesos
MESOS-1444,DM-4397,3.0,5.0,-1.0,5.0,2.0,1.0,valid,mesos
MESOS-1445,XD-2425,3.0,8.0,-1.0,3.0,5.0,-1.0,valid,mesos
MESOS-1459,DM-5799,2.0,5.0,-1.0,1.0,8.0,-1.0,valid,mesos
MESOS-1466,TIMOB-18138,5.0,3.0,1.0,8.0,5.0,1.0,valid,mesos
MESOS-1469,DM-5314,5.0,5.0,0.0,1.0,4.0,-1.0,tie,mesos
MESOS-1471,STUDIO-3065,3.0,5.0,-1.0,5.0,13.0,-1.0,valid,mesos
MESOS-1472,TDQ-10690,5.0,13.0,-1.0,1.0,20.0,-1.0,valid,mesos
MESOS-1518,MDL-42962,2.0,2.0,0.0,2.0,8.0,-1.0,tie,mesos
MESOS-1527,TIMOB-18349,8.0,5.0,1.0,3.0,5.0,-1.0,valid,mesos
MESOS-1529,MDL-41505,13.0,2.0,1.0,5.0,8.0,-1.0,valid,mesos
MESOS-1545,TIMOB-20451,3.0,5.0,-1.0,1.0,3.0,-1.0,valid,mesos
MESOS-1559,STUDIO-3181,3.0,13.0,-1.0,5.0,8.0,-1.0,valid,mesos
MESOS-1567,TESB-5071,2.0,5.0,-1.0,1.0,3.0,-1.0,valid,mesos
MESOS-1571,DM-4482,2.0,8.0,-1.0,2.0,10.0,-1.0,valid,mesos
MESOS-1578,TISTUD-1068,5.0,8.0,-1.0,5.0,20.0,-1.0,valid,mesos
MESOS-1586,MDL-44107,8.0,3.0,1.0,3.0,40.0,-1.0,valid,mesos
MESOS-1587,MULE-7715,5.0,13.0,-1.0,5.0,8.0,-1.0,valid,mesos
MESOS-1590,TISTUD-1442,3.0,3.0,0.0,1.0,5.0,-1.0,tie,mesos
MESOS-1592,CLOV-1056,21.0,3.0,1.0,5.0,2.0,1.0,valid,mesos
MESOS-1594,TIMOB-19533,5.0,3.0,1.0,1.0,5.0,-1.0,valid,mesos
MESOS-1605,TISTUD-1832,5.0,3.0,1.0,3.0,5.0,-1.0,valid,mesos
MESOS-1615,BAM-3634,3.0,5.0,-1.0,8.0,1.0,1.0,valid,mesos
MESOS-1620,TESB-4769,3.0,5.0,-1.0,3.0,2.0,1.0,valid,mesos
MESOS-1624,DM-6820,3.0,5.0,-1.0,1.0,20.0,-1.0,valid,mesos
MESOS-1627,BAM-9372,3.0,2.0,1.0,2.0,1.0,1.0,valid,mesos
MESOS-1629,TISTUD-406,3.0,5.0,-1.0,2.0,1.0,1.0,valid,mesos
MESOS-1645,MDL-38693,13.0,3.0,1.0,5.0,8.0,-1.0,valid,mesos
MESOS-1649,MULE-8548,8.0,5.0,1.0,3.0,5.0,-1.0,valid,mesos
MESOS-1664,MDL-44627,5.0,3.0,1.0,3.0,8.0,-1.0,valid,mesos
MESOS-1666,XD-1573,3.0,2.0,1.0,1.0,4.0,-1.0,valid,mesos
MESOS-1668,MDL-35922,5.0,5.0,0.0,2.0,3.0,-1.0,tie,mesos
MESOS-1671,MDL-39153,3.0,3.0,0.0,2.0,5.0,-1.0,tie,mesos
MESOS-1672,MULE-8073,3.0,8.0,-1.0,2.0,8.0,-1.0,valid,mesos
MESOS-1673,MULE-7013,2.0,3.0,-1.0,1.0,8.0,-1.0,valid,mesos
MESOS-1674,STUDIO-4313,8.0,1.0,1.0,3.0,5.0,-1.0,valid,mesos
MESOS-1676,TISTUD-3155,3.0,3.0,0.0,1.0,8.0,-1.0,tie,mesos
MESOS-1677,XD-975,2.0,8.0,-1.0,2.0,40.0,-1.0,valid,mesos
MESOS-1683,DM-3569,1.0,3.0,-1.0,2.0,6.0,-1.0,valid,mesos
MESOS-1690,DM-6971,3.0,1.0,1.0,3.0,1.0,1.0,valid,mesos
MESOS-1694,TDQ-4691,1.0,3.0,-1.0,1.0,5.0,-1.0,valid,mesos
MESOS-1695,USERGRID-24,1.0,8.0,-1.0,1.0,3.0,-1.0,valid,mesos
MESOS-1696,DM-2173,8.0,2.0,1.0,3.0,1.0,1.0,valid,mesos
MESOS-1698,TISTUD-7453,3.0,5.0,-1.0,2.0,5.0,-1.0,valid,mesos
MESOS-1702,DM-597,2.0,2.0,0.0,2.0,1.0,1.0,tie,mesos
MESOS-1703,TISTUD-5477,3.0,3.0,0.0,1.0,8.0,-1.0,tie,mesos
MESOS-1705,DM-3586,5.0,0.0,1.0,2.0,30.0,-1.0,valid,mesos
MESOS-1712,MDL-50439,3.0,8.0,-1.0,2.0,13.0,-1.0,valid,mesos
MESOS-1715,DURACLOUD-826,3.0,3.0,0.0,3.0,1.0,1.0,tie,mesos
MESOS-1717,TIMOB-17908,5.0,13.0,-1.0,1.0,13.0,-1.0,valid,mesos
MESOS-1718,DM-6844,5.0,2.0,1.0,3.0,5.0,-1.0,valid,mesos
MESOS-1727,TESB-2870,2.0,3.0,-1.0,2.0,1.0,1.0,valid,mesos
